Code,Name,Instructor,Slot,Credits,Text Reference,Description,Mean,Median,Mode,Std. Dev.,AA,AB,AP,AU,BB,BC,CC,CD,DD,FF,FR,PP,NP,DX,W,II
CS 626,Speech and Natural Language Processing and the Web,Bhattacharya P.,12,6.0,"1.Allen, James, Natural Language Understanding, Second Edition, Benjamin/Cumming, 1995.2.Charniack, Eugene, Statistical Language Learning, MIT Press, 19933.Jurafsky, Dan and Martin, James, Speech and Language Processing, Second Edition, Prentice Hall, 2008.4.Manning, Christopher and Heinrich, Schutze, Foundations of Statistical Natural Language Processing, MIT Press, 1999.5.Radford, Andrew et. al., Linguistics, an Introduction, Cambridge University Press, 1999.Journals: Computational Linguistics, Natural Language Engineering, Machine Learning, Machine Translation, Artificial IntelligenceConferences: Annual Meeting of the Association of Computational Linguistics (ACL), Computational Linguistics (COLING), European ACL (EACL), Empirical Methods in NLP (EMNLP), Annual Meeting of the Special Interest Group in Information Retrieval (SIGIR), Human Language Technology (HLT).","Sound : Biology of Speech Processing; Place and Manner of Articulation; Peculiarities of Vowels and Consonants; Word Boundary Detection; Argmax based computations; HMM and Speech Recognition Words and Word Forms: Morphology fundamentals; Isolating, Inflectional, Agglutinative morphology; Infix, Prefix and Postfix Morphemes, Morphological Diversity of Indian Languages; Morphology Paradigms; Rule Based Morphological Analysis: Finite State Machine Based Morphology; Automatic Morphology Learning; Shallow Parsing; Named Entities; Maximum Entropy Models; Random Fields Structures: Theories of Parsing, HPSG, LFG, X-Bar, Minimalism; Parsing Algorithms; Robust and Scalable Parsing on Noisy Text as in Web documents; Hybrid of Rule Based and Probabilistic Parsing; Scope Ambiguity and Attachment Ambiguity resolution Meaning : Lexical Knowledge Networks, Wordnet Theory; Indian Language Wordnets and Multilingual Dictionaries; Semantic Roles; Word Sense Disambiguation; WSD and Multilinguality; Metaphors; Coreferences Web 2.0 Applications: Sentiment Analysis; Text Entailment; Robust and Scalable Machine Translation; Question Answering in Multilingual Setting; Anaytics and Social Networks, Cross Lingual Information Retrieval (CLIR)",7.099099099099099,8.0,8.0,2.331425451423364,10,20,0,0,26,20,24,0,4,7,0,0,0,0,0,0
CS 626-M,Speech and Natural Language Processing and the Web,Bhattacharya P.,12,6.0,"1.Allen, James, Natural Language Understanding, Second Edition, Benjamin/Cumming, 1995.2.Charniack, Eugene, Statistical Language Learning, MIT Press, 19933.Jurafsky, Dan and Martin, James, Speech and Language Processing, Second Edition, Prentice Hall, 2008.4.Manning, Christopher and Heinrich, Schutze, Foundations of Statistical Natural Language Processing, MIT Press, 1999.5.Radford, Andrew et. al., Linguistics, an Introduction, Cambridge University Press, 1999.Journals: Computational Linguistics, Natural Language Engineering, Machine Learning, Machine Translation, Artificial IntelligenceConferences: Annual Meeting of the Association of Computational Linguistics (ACL), Computational Linguistics (COLING), European ACL (EACL), Empirical Methods in NLP (EMNLP), Annual Meeting of the Special Interest Group in Information Retrieval (SIGIR), Human Language Technology (HLT).","Sound : Biology of Speech Processing; Place and Manner of Articulation; Peculiarities of Vowels and Consonants; Word Boundary Detection; Argmax based computations; HMM and Speech Recognition Words and Word Forms: Morphology fundamentals; Isolating, Inflectional, Agglutinative morphology; Infix, Prefix and Postfix Morphemes, Morphological Diversity of Indian Languages; Morphology Paradigms; Rule Based Morphological Analysis: Finite State Machine Based Morphology; Automatic Morphology Learning; Shallow Parsing; Named Entities; Maximum Entropy Models; Random Fields Structures: Theories of Parsing, HPSG, LFG, X-Bar, Minimalism; Parsing Algorithms; Robust and Scalable Parsing on Noisy Text as in Web documents; Hybrid of Rule Based and Probabilistic Parsing; Scope Ambiguity and Attachment Ambiguity resolution Meaning : Lexical Knowledge Networks, Wordnet Theory; Indian Language Wordnets and Multilingual Dictionaries; Semantic Roles; Word Sense Disambiguation; WSD and Multilinguality; Metaphors; Coreferences Web 2.0 Applications: Sentiment Analysis; Text Entailment; Robust and Scalable Machine Translation; Question Answering in Multilingual Setting; Anaytics and Social Networks, Cross Lingual Information Retrieval (CLIR)",5.5,5.5,7.0,2.1213203435596424,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
CS 631,Implementation Techniques for Relational Database Systems,Sudarshan S.,5,6.0,"1.Abraham Silberschatz, Henry F. Korth and S. Sudarshan, Database System Concepts 6th Ed, McGraw Hill, 2010.. 2.Transaction Processing, Concepts and Techniques, J. Gray and A. Reuter, Morgan Kauffman, 1994.3.Research papers from leading confer","Physical storage and indexing structures, Query processing algorithms, Query optimization, Transaction processing and serializability, Concurrency Control, Recovery. Big data management: transaction and query processing on parallel and distributed databases including issues of availability, replication, consistency, concurrency control, and recovery. Emerging database trends.",5.083333333333333,7.0,0.0,4.055486369964729,2,0,0,0,2,3,0,0,1,0,4,0,0,0,0,0
CS 635,Information Retrieval & Mining for Hypertext & the Web,Chakrabarti Soumen,11,6.0,"Serge Abiteboul, Peter Buneman, Dan Suciu, Data on the Web : FromRelations to Semistructured Data and XML, Morgan Kaufmann Publishers,october 1999.Berthier Ribeiro-Neto, Ricardo Baeza-Yates, Modern Information Retrieval (ACM Press Series) Addison-Wesley Pub Co, May 1999.Ian H. Witten, Alistair Moffat, Timothy C.Bell, Managing Gigabytes : Compressing and Indexing Documents and Images, Morgan Kaufmann Publishers, May 1999.Karen Sparck Jones (Editor), Peter Willet (Editor), Peter Willett(Editor),Readings in Information Retrieval, Morgan Kaufmann Publishers, July 1997.","Prerequisites: MA 212 or equivalent, CS 301 or equivalent, CS 317 or equivalent Traditional information retrieval, inverted indices, vector space model. Recall and precision. The Internet, Web, HTTP and HTML. Need for further research. Models for hypertext and semistructured data. Distinctions between data-centric and document-centric views. Supervised learning for text. Kinds of classifiers, strengths and weeknesses. Feature selection, motivations, models, and algorithms. Bayesian learners. Modelling feature dependence. Exploiting topic hierarchies. Parameter estima- tion, smoothing and shrinkage. Maximum entropy and support-vector classifiers. Unsupervised learning for text. Definitions of clustering problems. Distance measures and their weaknesses. Top-down and bottom-up methods. Problems of high dimensionality. Projection-based speedup techniques. Probabilistic formulations, expectation maximization (EM) approach. Incorporating hyperlink information and user feedback. Semi-supervised learning. Application of EM. Exploiting hyperlink information for relaxation labelling and co-training. Performance implications. Reinforcement learning. Social network analysis. Citation indexing. Notions of prestige and centrality. Applications to the Web. Incorporating textual information and hypertext tag structure. Generalized proximity search. Models of evolution of social networks. Sampling and measurement techniques for the web. Resource discovery. Content-based goal-directed crawling. Topical locality and its use in resources discovery. Learning context graphs. Information extraction. Pattern matching vs. Probabilistic models. Markov models. Hierarchical models. Record segmentation. Use of dictionaries and lexical networks and knowledge bases for better accuracy.",8.625,9.0,9.0,1.157026221578126,6,16,0,0,5,2,3,0,0,0,0,0,0,0,0,0
CS 635-M,Information Retrieval & Mining for Hypertext & the Web,Chakrabarti Soumen,11,6.0,"Serge Abiteboul, Peter Buneman, Dan Suciu, Data on the Web : FromRelations to Semistructured Data and XML, Morgan Kaufmann Publishers,october 1999.Berthier Ribeiro-Neto, Ricardo Baeza-Yates, Modern Information Retrieval (ACM Press Series) Addison-Wesley Pub Co, May 1999.Ian H. Witten, Alistair Moffat, Timothy C.Bell, Managing Gigabytes : Compressing and Indexing Documents and Images, Morgan Kaufmann Publishers, May 1999.Karen Sparck Jones (Editor), Peter Willet (Editor), Peter Willett(Editor),Readings in Information Retrieval, Morgan Kaufmann Publishers, July 1997.","Prerequisites: MA 212 or equivalent, CS 301 or equivalent, CS 317 or equivalent Traditional information retrieval, inverted indices, vector space model. Recall and precision. The Internet, Web, HTTP and HTML. Need for further research. Models for hypertext and semistructured data. Distinctions between data-centric and document-centric views. Supervised learning for text. Kinds of classifiers, strengths and weeknesses. Feature selection, motivations, models, and algorithms. Bayesian learners. Modelling feature dependence. Exploiting topic hierarchies. Parameter estima- tion, smoothing and shrinkage. Maximum entropy and support-vector classifiers. Unsupervised learning for text. Definitions of clustering problems. Distance measures and their weaknesses. Top-down and bottom-up methods. Problems of high dimensionality. Projection-based speedup techniques. Probabilistic formulations, expectation maximization (EM) approach. Incorporating hyperlink information and user feedback. Semi-supervised learning. Application of EM. Exploiting hyperlink information for relaxation labelling and co-training. Performance implications. Reinforcement learning. Social network analysis. Citation indexing. Notions of prestige and centrality. Applications to the Web. Incorporating textual information and hypertext tag structure. Generalized proximity search. Models of evolution of social networks. Sampling and measurement techniques for the web. Resource discovery. Content-based goal-directed crawling. Topical locality and its use in resources discovery. Learning context graphs. Information extraction. Pattern matching vs. Probabilistic models. Markov models. Hierarchical models. Record segmentation. Use of dictionaries and lexical networks and knowledge bases for better accuracy.",9.0,9.0,10.0,1.4142135623730951,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CS 663,Fundamentals of Digital Image Processing,Ajit V. Rajwade,12,6.0,None,"Image enhancement: histogram equalization and specification, contrast modification, neighborhood filtering, image smoothing and image sharpening. Frequency domain processing: Sampling theorem, Fourier transforms and their properties, applications in image filtering Edge detection Principal components analysis: applications in face recognition [eigenfaces], and denoising (later) Image restoration: denoising, deblurring Image segmentation: region-based methods, template matching, Hough transform, Mean shift, active contours (snakes) Color models, filtering of color images Image compression: JPEG, wavelet representation for images Tomography, radon Transform, projection theorem, image reconstruction from back-projections Statistics of natural images (time permitting), Morphological image processing (time permitting), Sparse representations and non-local similarity (time permitting), introduction to compressive sensing (time permitting)",7.196969696969697,8.0,10.0,2.688509317487993,26,22,0,0,22,22,19,8,2,0,10,0,0,0,0,1
CS 663-M,Fundamentals of Digital Image Processing,Ajit V. Rajwade,12,6.0,None,"Image enhancement: histogram equalization and specification, contrast modification, neighborhood filtering, image smoothing and image sharpening. Frequency domain processing: Sampling theorem, Fourier transforms and their properties, applications in image filtering Edge detection Principal components analysis: applications in face recognition [eigenfaces], and denoising (later) Image restoration: denoising, deblurring Image segmentation: region-based methods, template matching, Hough transform, Mean shift, active contours (snakes) Color models, filtering of color images Image compression: JPEG, wavelet representation for images Tomography, radon Transform, projection theorem, image reconstruction from back-projections Statistics of natural images (time permitting), Morphological image processing (time permitting), Sparse representations and non-local similarity (time permitting), introduction to compressive sensing (time permitting)",6.0,6.0,6.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CS 675,Computer Graphics,Parag Chaudhuri,11,6.0,"1.Interactive Computer Graphics A topdown approach using OpenGL, 5th ed., Edward Angel, Pearson Education Low Price Indian Edition.2.Computer Graphics using open GL, 3rd ed., F. S. Hill Jr. and S. M. Kelley, Pearson Education Low Price Indian Edition.3.Computer Graphics with OpenGL, 3rd ed., D. D. Hearn and M. P. Baker, Pearson Education Low Price Indian Edition.4.Fundamentals of Computer Graphics, 2nd ed., Peter Shirley, A K Peters.","1.Rasterization of lines and circles, Clipping algorithms 2.Synthetic Camera and Image formation models 3.2D and 3D transformations 4.The Modelling-Viewing Pipeline 5.Visibility 6.Ray Tracing 7.Shading and Illumination models 8.Texture Mapping 9.Curves and Surfaces 10.Hierarchical Modelling, Animation.",9.0,9.0,10.0,1.4142135623730951,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CS 683,Advanced Computer Architecture,Biswabandan Panda,15,6.0,"M. R. Bhujade, ""Parallel Computing"", Newage International Pvt. Ltd., 1995.Stallings, William, ""Computer organization and architecture, designing for performance"", Prentice Hall of India, 1997 J. L. Hennessy and D. A. Patterson, ""Computer architecture : a quantitative approach"", Harcourt Asia, Singapore 1996","Introduction to High Performance Computing: Overview, Pipeline vs Parallel Processing Parallel Architectures : Classification and Performance. Pipeline Processing : Pipeline Performance, design of arithmetic pipelines, multifiction pipes, concept of reservation table, collision vector and hazards. Instruction Processing Pipes: Instruction and data hazard, hazard detection and resolution, delayed jumps, delayed execution. RISC Philosophy. Pipeline scheduling Theory: Greedy pipeline scheduling algorithm, state diagram, modified state diagram, Latency cycles, Optimal cycles, scheduling of static & dynamic Pipelines. Implementation of pipeline schedulers Interconnection Networks : Interconnection network classification, Single stage/ Multistage Networks, crossbars, clos Networks, Benes Networks , Routing algorithms. Omega, Cub-connected and other networks. Introduction to Neurocomputing Architectures Topics from the current literature as self study and presentations by students.",8.642105263157895,9.0,9.0,1.1384553689537698,17,45,2,1,16,10,2,2,0,0,0,0,0,0,0,0
CS 691,R & D Project,"Bhaskar Raman, Preethi Jyothi",,6.0,x,x,9.0,10.0,10.0,2.860387767736777,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CS 692,R & D Project II,"Bhaskar Raman, Preethi Jyothi",,6.0,None,None,10.0,10.0,10.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS 694,Seminar,"Bhaskar Raman, Preethi Jyothi",,4.0,None,None,10.0,10.0,10.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS 699,Software Lab.,Bhaskar Raman,L,8.0,"1Online tutorials for HTML/CSS, Inkscape, OODraw2Unix Man Pages for all unix tools, Advanced Bash Scripting Guide from the Linux Documentation Project (www.tldp.org)3The Python Tutorial Online Book (http://docs.python.org/3/tutorial/index.html)4The Java Tutorials (http://docs.oracle.com/javase/tutorial/)5Latex - A document preparation system, Leslie Lamport, 2/e, Addison-Wesley, 1994","1.Vim/emacs, HTML, CSS2.Preparing reports and presentations using latex, beamer, drawing software (e.g. inkscape, xfig, open-office), and graph plotting software (e.g., pyplot, gnuplot)3.Programming support: IDE (e.g. eclipse, netbeans), Makefile, debugging tools, profiling tools (e.g. gprof, prof), version management (SVN/Git), code review, 4.Basic Java, Java collections, interfaces5.Unix basics: shell, file system, permissions, process hierarchy, process monitoring, ssh, rsync6.Unix tools: e.g. awk, sed, grep, find, head, tail, tar, cut, sort, Bash scripting: I/O redirection, pipes7.Programming using scripting language (e.g. python)8.Lexical analysis and parsing tools (e.g. lex/yacc, flex/bison)9.Optional topics (may be specific to individual students302222 projects): intro to sockets, basic SQL for data storage, JDBC/pygresql, PHP, mobile appsA project would be included which touches upon many of the above topics, helping students see the connect across seemingly disparate topics. The project is also expected to be a significant load: 20-30 hours of work.",7.791304347826087,8.0,9.0,1.8233170667380163,14,35,0,0,16,33,13,0,1,0,3,0,0,0,0,0
